Tmin, 15,
CP,TSUPPLY,TTARGET
2.4030555827590017,600,20.0
1.7657938487607232,600,40.0
2.124264478846756,40,578.1809618124144
1.9973429182904892,20,584.9999491633965
2.0976603274422017,20,55.722715095671354
