1.902634200000000000e+07,1.267128300000000000e+07,1.100000000000000000e+01
1.868063100000000000e+07,1.241281100000000000e+07,1.100000000000000000e+01
1.854898600000000000e+07,1.234954400000000000e+07,1.100000000000000000e+01
1.945045500000000000e+07,1.292070500000000000e+07,1.100000000000000000e+01
1.848567900000000000e+07,1.276543900000000000e+07,1.100000000000000000e+01
1.945045500000000000e+07,1.286562500000000000e+07,1.100000000000000000e+01
1.896844600000000000e+07,1.267203000000000000e+07,1.100000000000000000e+01
1.848567900000000000e+07,1.231409800000000000e+07,1.100000000000000000e+01
1.925148500000000000e+07,1.265959000000000000e+07,1.100000000000000000e+01
1.928843600000000000e+07,1.287243200000000000e+07,1.100000000000000000e+01
1.848567900000000000e+07,1.273973400000000000e+07,1.100000000000000000e+01
1.936435700000000000e+07,1.273973400000000000e+07,1.100000000000000000e+01
1.827735400000000000e+07,1.242282300000000000e+07,1.100000000000000000e+01
1.868364300000000000e+07,1.250012900000000000e+07,1.100000000000000000e+01
1.827735400000000000e+07,1.231409800000000000e+07,1.100000000000000000e+01
1.882572800000000000e+07,1.263911600000000000e+07,1.100000000000000000e+01
1.876720900000000000e+07,1.241281100000000000e+07,1.100000000000000000e+01
1.906892700000000000e+07,1.268814700000000000e+07,1.100000000000000000e+01
1.878946800000000000e+07,1.238081500000000000e+07,1.100000000000000000e+01
1.917790600000000000e+07,1.255924800000000000e+07,1.100000000000000000e+01
