Tmin, 15, 
CP, TSUPPLY, TTARGET
 0.837204 ,524.957584  ,  20.00
 0.531391 ,524.957584 ,  102.00
11.272678 ,223.920617 ,  160.00
 1.091596,  98.000000 ,   20.00
21.286127 ,102.000000  ,  98.00
 1.649333  ,20.000000 ,  444.58
51.729341 , 60.000000 ,   85.00
