1.200002152476052464e+00,6.794602985263477057e-01
1.219501231410626829e+00,6.819425830575861491e-01
1.191886950640832721e+00,6.772616626431832154e-01
1.207719723352667085e+00,6.807859970965548513e-01
1.187811425022482492e+00,6.760822647213239334e-01
1.217578304290420244e+00,6.818239973156693390e-01
1.218400595169969014e+00,6.819113614442832150e-01
1.182648297771083268e+00,6.749415468603952029e-01
1.216808433730346639e+00,6.817530986236850499e-01
1.180145703707811577e+00,6.741067587238432912e-01
1.188691606307529014e+00,6.765650912860642352e-01
1.215578409063355236e+00,6.817047033271691481e-01
1.189535690204434060e+00,6.768046235352083162e-01
1.217578304290420244e+00,6.818239973156693390e-01
1.206339582847203440e+00,6.805683545972088799e-01
1.191891897984669102e+00,6.774615049324660410e-01
1.197415088306678532e+00,6.789426836643640550e-01
1.182139070524833802e+00,6.747999862689639805e-01
1.203714820147193665e+00,6.801329907578198553e-01
1.188205204962766937e+00,6.763907366540837796e-01
1.214983910704009462e+00,6.816614591448053595e-01
1.210440153279929598e+00,6.811618800957702780e-01
1.183146512168645526e+00,6.750686252840096824e-01
1.211257201448278531e+00,6.811722242486543122e-01
1.213237218888290725e+00,6.814800065828930942e-01
1.190635943939318375e+00,6.771180544135004808e-01
1.204391413033920166e+00,6.802506236940903950e-01
1.202136109768624284e+00,6.797035102229519454e-01
1.185879095576945597e+00,6.757277958892672354e-01
1.188972359670016798e+00,6.766250204518826639e-01
1.180486060609871490e+00,6.742082366205465194e-01
1.179612908994962961e+00,6.739510732198387144e-01
1.209788744943616656e+00,6.810691397873642750e-01
1.196925113753189995e+00,6.788378847937266425e-01
1.190193134344391224e+00,6.769996976882952655e-01
1.208133429037542284e+00,6.808484916904966600e-01
1.220509221547849021e+00,6.820372061778481321e-01
1.215818520798566560e+00,6.817257885516948557e-01
1.214451444319928131e+00,6.815455048745437949e-01
1.192952989438482048e+00,6.777726055705994845e-01
1.220360988658764523e+00,6.819812752378159315e-01
1.193499914601907408e+00,6.779261492839941949e-01
1.180787715692550366e+00,6.743739823078960249e-01
1.184076538397107914e+00,6.753196457398601416e-01
1.201183844062220896e+00,6.796768957589166549e-01
1.207406600700885235e+00,6.807253177368753905e-01
1.212758632414456361e+00,6.813536933358547154e-01
1.196596860592590517e+00,6.787410112010078267e-01
1.194982426503898854e+00,6.783242025776902162e-01
1.183624366609768108e+00,6.751982969555435643e-01
1.205518897196207417e+00,6.804429177559279118e-01
1.192277788002334304e+00,6.775869900823638936e-01
1.196031551459861175e+00,6.786110787575286851e-01
1.221636395403803199e+00,6.820540547313217461e-01
1.209788744943616656e+00,6.810691397873642750e-01
1.198835276303790165e+00,6.790804402677182994e-01
1.187829259012282090e+00,6.762672921448413810e-01
1.197943768703802148e+00,6.790467911293032177e-01
1.194458956542550743e+00,6.781888296885589806e-01
1.186571476773784273e+00,6.759517964489552000e-01
1.199344108947709930e+00,6.793151264173641346e-01
1.193499914601907408e+00,6.779261492839941949e-01
1.213926613544055844e+00,6.815351446641148003e-01
1.197971143133705452e+00,6.790520173332036391e-01
1.216518991749337086e+00,6.817277656439394429e-01
1.182642530747928244e+00,6.749404881878852125e-01
1.206339582847203440e+00,6.805683545972088799e-01
1.186366386498430625e+00,6.758475446860177094e-01
1.184538948492686483e+00,6.754405379849330870e-01
1.186940119882728073e+00,6.760254892509259816e-01
1.181537694663554072e+00,6.746173189355136879e-01
1.196031551459861175e+00,6.786110787575286851e-01
1.205255072161032670e+00,6.802783320138231504e-01
1.179612908994962961e+00,6.739510732198387144e-01
1.193987529494144884e+00,6.780428948155737823e-01
1.202924858184519774e+00,6.798788575622844998e-01
1.212099555347005531e+00,6.812804829328192868e-01
1.200538478061012215e+00,6.795618735975932356e-01
1.181373403884925288e+00,6.745422052108249744e-01
1.193986816427414333e+00,6.780427501944442659e-01
1.191097289178906449e+00,6.772460611767849858e-01
1.206994763455014219e+00,6.806714415324950362e-01
1.200002152476052464e+00,6.794602985263477057e-01
1.184076538397107914e+00,6.753196457398601416e-01
1.221636395403803199e+00,6.820540547313217461e-01
1.194604057602720371e+00,6.782219250824362833e-01
1.182007554631511637e+00,6.747612626509986722e-01
1.208899547080027226e+00,6.809581514264760882e-01
1.208890031036125245e+00,6.809568090048003786e-01
1.205723160661022142e+00,6.804724105842296922e-01
1.183511799067299197e+00,6.751638327323149502e-01
1.195564006100378052e+00,6.784381757238963084e-01
1.180787715692550366e+00,6.743739823078960249e-01
1.185402472156817266e+00,6.755990511131159115e-01
1.203713947888536806e+00,6.801329298413690827e-01
1.192803614807247170e+00,6.777245918042188455e-01
1.190173794039377064e+00,6.769962696984483941e-01
1.203014529437653080e+00,6.800161956615613512e-01
1.195615274545375861e+00,6.784535830001553469e-01
1.200538478061012215e+00,6.795618735975932356e-01
