-3.902378556385883712e-01,-1.031761003924941633e+01
-6.989751697487463389e+00,-7.448860703435343567e+00
-6.839513301989427418e+00,-4.995519514742568390e+00
-7.392254264861549018e+00,-1.385073986086251807e+01
-9.733951260746266598e+00,-8.399901937867753077e+00
-9.087213529171890514e+00,-2.063331367601324473e+01
-7.073824352652536618e+00,-1.267510232352253752e+01
-7.270420520291054345e-01,-8.463875826094977128e+00
-5.586934085968664476e+00,-7.744797908953614751e+00
-6.916616332955527469e+00,-9.287957018907150086e+00
-9.733951260746266598e+00,-1.743746519606349921e+01
-1.216550229045321885e+01,-1.756973136162764604e+01
-9.814706820617516314e+00,-1.680524442531464047e+01
-7.392254264861549018e+00,-1.385073986086251807e+01
-1.043102628812164312e+01,-1.276564055376081797e+01
-7.848989978196073025e+00,-1.534135448975200688e+01
-3.275747337374127710e+00,-7.437146442501671117e+00
-6.916616332955527469e+00,-1.028759707302015158e+01
-7.085724226524234837e-01,-1.212037545237581071e+01
-7.085724226524234837e-01,-8.482266914215642828e+00
