Tmin, 20, 
CP, TSUPPLY, TTARGET
1.516898,465.000000,20
8.450294 ,206.742538   ,   160
1.632238 ,300.000000   ,   160
0.869175  ,20.000000    ,  440
0.000000  ,60.000000     ,  85
1.141586 ,20.000000      , 98
154.592424 , 98.000000  ,    102
0.550296 ,102.000000    ,  445
