1.974500500000000000e+07,1.278913600000000000e+07,1.200000000000000000e+01
1.992325900000000000e+07,1.276678100000000000e+07,1.100000000000000000e+01
2.000000000000000000e+07,1.292114100000000000e+07,1.100000000000000000e+01
1.978335000000000000e+07,1.288105000000000000e+07,1.200000000000000000e+01
2.000000000000000000e+07,1.291849200000000000e+07,1.300000000000000000e+01
2.000000000000000000e+07,1.292100300000000000e+07,1.300000000000000000e+01
1.869221100000000000e+07,1.236246800000000000e+07,1.100000000000000000e+01
1.938204900000000000e+07,1.279641400000000000e+07,1.100000000000000000e+01
1.928842100000000000e+07,1.257121300000000000e+07,1.100000000000000000e+01
1.983249700000000000e+07,1.274787500000000000e+07,1.100000000000000000e+01
1.915867000000000000e+07,1.274791200000000000e+07,1.100000000000000000e+01
2.000000000000000000e+07,1.292099400000000000e+07,1.200000000000000000e+01
1.876290000000000000e+07,1.236246800000000000e+07,1.100000000000000000e+01
1.914294100000000000e+07,1.253743100000000000e+07,1.100000000000000000e+01
1.959710800000000000e+07,1.291796800000000000e+07,1.100000000000000000e+01
1.861500400000000000e+07,1.236246800000000000e+07,1.100000000000000000e+01
1.944383000000000000e+07,1.286510400000000000e+07,1.100000000000000000e+01
1.966432900000000000e+07,1.263134900000000000e+07,1.100000000000000000e+01
1.900173700000000000e+07,1.253746900000000000e+07,1.100000000000000000e+01
1.896687800000000000e+07,1.251761000000000000e+07,1.100000000000000000e+01
