1.850688200000000000e+07,1.241860300000000000e+07,1.100000000000000000e+01
1.877542600000000000e+07,1.251802900000000000e+07,1.100000000000000000e+01
1.866279500000000000e+07,1.246677100000000000e+07,1.100000000000000000e+01
1.854917900000000000e+07,1.246752800000000000e+07,1.100000000000000000e+01
1.866279500000000000e+07,1.246677100000000000e+07,1.100000000000000000e+01
1.879680000000000000e+07,1.242556000000000000e+07,1.100000000000000000e+01
1.850688200000000000e+07,1.271336800000000000e+07,1.100000000000000000e+01
1.823583500000000000e+07,1.224390300000000000e+07,1.100000000000000000e+01
1.898999600000000000e+07,1.249964800000000000e+07,1.100000000000000000e+01
1.898999600000000000e+07,1.250382400000000000e+07,1.100000000000000000e+01
1.944481200000000000e+07,1.270717600000000000e+07,1.100000000000000000e+01
1.919971900000000000e+07,1.279680300000000000e+07,1.100000000000000000e+01
1.879680000000000000e+07,1.273507800000000000e+07,1.100000000000000000e+01
1.926653400000000000e+07,1.264741300000000000e+07,1.100000000000000000e+01
1.913524100000000000e+07,1.246576100000000000e+07,1.100000000000000000e+01
1.823583500000000000e+07,1.246606600000000000e+07,1.100000000000000000e+01
1.906997300000000000e+07,1.264741300000000000e+07,1.100000000000000000e+01
1.881811500000000000e+07,1.278201000000000000e+07,1.100000000000000000e+01
1.931068900000000000e+07,1.274743700000000000e+07,1.100000000000000000e+01
1.943832800000000000e+07,1.264496700000000000e+07,1.100000000000000000e+01
